Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Dog,2.0,Male,Brown,White,Unknown,Small,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"""Sparky"" means ""Lively"".. He is one of the 5 rescued puppies(Buddy,Pixie,Twinkle and Elmo) .. Really hope all of them , including Sparky can be adopted by a loving and caring family as soon as possible.. If interested , please go forward to Mrs.Lai at , thanks :)",bd6528981-1.jpg,Mixed_Breed,False
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Brown Sugar was rescued along with her siblings and we are trying to re-home her. Anyone willing to adopt her, please contact us. Thanks",c3270683d-1.jpg,Mixed_Breed,True
Cat,5.0,Female,Black,Yellow,White,Medium,No,No,Yes,No,Healthy,0.0,Salam... kucing calico di beri percuma. Jantina betina. Umur 5 bulan. Area PJ. Sangat manja dan playful. Bersih dan tiada sebarang penyakit. Nak cari adopter penyayang dengan kadar segera. Berminat? Call. SMS tak di layan. Siapa cepat dia dapat. Terima kasih.,bfa6682ae-1.jpg,Calico,True
Cat,1.0,Male,Gray,Unknown,Unknown,Small,Yes,No,No,No,Healthy,0.0,Baby Ray was abandoned by his/her mum and found mewing loudly  d drain. Gender not confirmed as he/she is slightly less than 1 month old (born on 16 Sept). I was feeding d mum when she was pregnant and after delivery but she was missing last 4 days. Hope some kind people will take in Baby Ray and give him/her a loving home. Adopter must be local and agree to spay/neuter Baby Ray when of age.,f3a9092a2-6.jpg,Tabby,True
Dog,48.0,Female,Black,Cream,Gray,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Batman is an adorable, well-behaved dog. Unfortunately her owner, who adopted Batman when she was 2, has to give her away due to some kids staying with her who have sensitive skin. Looking for a dog lover who can take good care of Batman. She seldom barks, very tame and can mix with any dog. Goes for walk every evening where she does her pee and poo. She is about two feet long with nice hair, which may require occasional grooming. She likes company n sleeps indoor but don't jump up on the sofa or go upstairs. No tying up or caging. Call if interested. July 30: Owner MAdam Chong has decided to keep Batman after all.",f212d0cdc-2.jpg,Silky_Terrier,True
Dog,96.0,Female,Cream,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Rescued from irresponsible owner who left her in unoccupied house for 2 years. A very lovely dog. Looking for home without cats.,eceb03b88-1.jpg,Shih_Tzu,False
Dog,2.0,Female,Cream,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,Michelle is such a smiley happy puppy with a genuinely lovely personality. Do contact to adopt her.,70337537c-1.jpg,Mixed_Breed,False
Dog,84.0,Male,Cream,White,Unknown,Small,No,Unknown,Unknown,Unknown,Minor Injury,0.0,"He was abandoned in market by irresponsible owner and unluckily he have an accident on his mouth when he walk around on street.. He everything is okay, active and adorable.. Just need to feed the soft food, food that too hard he difficult to bite Please give him a chance, a forever home..He can't survive if release back to the street He is an old dog, please treat him with love for the rest of his life",bfdd20655-2.jpg,Shih_Tzu,True
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Healthy Puppy for adoption. Available for adoption from Mid August onwards.,079f5f1e4-1.jpg,Mixed_Breed,True
Cat,4.0,Female,Brown,Yellow,White,Medium,No,Yes,Yes,No,Healthy,150.0,"A bit shy at new environment Terms & conditions : 1. No unnecessary caging 2. Must keep indoor 3. Must provide basic medical treatment ie. vaccine, deworm, deflea etc... 4. Must update me from time to time 5. Adopter have to provide staying address for my file record 6. Can bring me back the cat for Spaying after when she is 6 month old. RM is deposit for bring me the cat do Spaying. Will fully refund this RM,after she did the spaying. RM 50 is adoption fees to help other stray.",01e5e057b-1.jpg,Calico,False
Cat,3.0,Male,White,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,30.0,"Rescued this little fella from a back lane. She is very well behaved and likes to be with human. Cute and playful cat. Looking for a responsible pet lover to give her a forever home. Not opened for adoption by students of any levels unless consented by parents (parents must be present at the time of fetching the cat). Adopters are required to neuter the cat once she reaches 8 months old. #Adopter shall reimburse rm30 medical cost for skin treatment (2 injections) #Please text me, don't leave inquiries here.",bcfd80e17-1.jpg,Domestic_Short_Hair,True
Dog,1.0,Male,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,Poor baby was picked up from the street. Pls give him a home,1f33216f7-1.jpg,Mixed_Breed,True
Dog,2.0,Female,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Macy was abandoned near a Ramadan market in Subang Jaya. When she was wandering looking for food, the 'pisang goreng' stall owner threw stones at her and she had to hide in the drain hole. She is an adorable girl and I think she deserves to have a good home. No caging or tying for long hours except for precautionary purposes. Commitment to spay her when due is compulsory. Interested adopters pls call me.",3fbc4677d-4.jpg,Mixed_Breed,False
Cat,1.0,Male,Black,Gray,White,Medium,No,No,No,No,Healthy,0.0,"Mikey is a stray cat with 2 siblings (you can check them out under the name of Danny and Louie). If you are interested in adopting this cute little guy or even together with his siblings to provide for a better home, just drop me a message or email and I'll try to get back to you as soon as possible.",1976719f7-5.jpg,Domestic_Medium_Hair,True
Dog,16.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,300.0,Gucci is a sweet and energetic pooch with so much love to give. Come visit this adorable pooch at our adoption centre soon! We have over one hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochresortandrescue.org,e8d0eedf7-1.jpg,Terrier,False
Cat,2.0,Male,Black,Yellow,Cream,Large,No,No,Yes,No,Healthy,0.0,"George is a beautiful and playful kitty. We found him in the street in very bad condition, but after a few weeks of dedicated care and attention he's doing great. In the photos one of his eyes looks weird, but now they're both perfect. He's to young for spayed/neutered, but I'll be happy to sponsor the treatments. We're near the USM. We are in Malaysia for vacations and will be living the country in April, so it's URGENT to find him a home within March.",cf77fed94-2.jpg,Domestic_Medium_Hair,False
Cat,6.0,Female,Black,Gray,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Mimi was found on the road paralysed by fear.She is saved and under our care until it's abdopted.,9fb0aedb7-2.jpg,Oriental_Short_Hair,True
Dog,9.0,Female,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"I found mika roaming around my office area. She didnt have any fur and yet still looked so sweet for me. She was so scared of people and always run away when people go near. Today Mika is at the vet getting herself treated and spayed, preparing herself to be adopted. She might not be any of the special breed that people always look for but she is a sweet dog that anyone will love. Pampered, friendly and filled with hope she is waiting for someone to adopt her. Please give her a home.",4dbcd1d36-1.jpg,Mixed_Breed,True
Cat,6.0,Female,Brown,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,She is a very well behaved kitten who loves being around people. She likes playing and surprisingly loves showers! Theres' never a boring moment with this one. Her fur is really soft too. We wish we could keep her but not having a maid it is getting too difficult taking care of two cats.,504ce7187-1.jpg,Domestic_Short_Hair,True
Cat,0.0,Female,Black,Brown,Golden,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Surrendered by feeder at a vet's clinic. She is active and does ""acrobatic stunts"".",d0e5d766c-1.jpg,Domestic_Short_Hair,True
Cat,2.0,Female,Black,Yellow,White,Medium,Yes,No,Yes,No,Healthy,0.0,"Dewormed - 28/2/ Callico is 2 months old, she was rescued from a rainstorm in December, when she was still very tiny, together with her 3 other siblings and her mother cat. They were saved by azmyrax (petfinder member). All her siblings have been adopted, now she is alone waiting to find a good, loving home. Since she is so tiny and alone, I let her sleep on my bed at night and she didn't pee, middle of the night she meowed, I placed her on her litter box and she pee'd! Clever or mere coincidence, I don't know. A very playful yet well behaved cat, easy to warm up to people and very easy to take care of. She is calico with tuxedo and white mittens. Any cat lover wishing to adopt cute Callico please email or sms to me. Please note pet lover's must-have in her adoption:- 1) initial vaccinations and yearly vaccination 2) neutering by 6 months of age Photos of her siblings who were adopted last nite,",e38f07d89-4.jpg,Calico,True
Cat,2.0,Male,Gray,Unknown,Unknown,Small,Yes,No,No,No,Healthy,100.0,I cannot afford to keep them. the price is negotiable,e833d08bb-1.jpg,Domestic_Short_Hair,True
Dog,3.0,Male,Brown,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Doody was found with another 3 of his siblings under a vehicle. This little fellow has been de-ticked and de-wormed, now waiting to meet his new owner. If you think you can give him a loving home, kindly call Ms.Sandy at.",a7402f657-4.jpg,Mixed_Breed,True
Dog,1.0,Female,Cream,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,I rescued her mother without noticing pregnancy. Mother dog gave birth 5puppies. She is healthy and lovely girl.,cf8539482-1.jpg,Australian_Kelpie,True
Cat,2.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Kuma is a 2 months old kitten. She is black and brown mostly. A bit tubby because she likes to eat. A bit of a scaredy cat but likes to play. Toilet trained. Kuma is my cat's offspring, but I am looking for adopters for Felix because currently we can only keep one cat at home. I would prefer experienced kitten owners to adopt Kuma but first timers who are really serious about taking care of cats are always welcome. Kuma's diet consists of Blackwood for kitten kibbles and Fussie Cat's tuna. Drinks their mama's milk from time to time.",c9206bc13-1.jpg,British_Shorthair,True
Dog,8.0,Female,Black,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Parent & gf not allow to put in house =(,30e66b835-1.jpg,Mixed_Breed,False
Cat,18.0,Female,Brown,Unknown,Unknown,Medium,Yes,Unknown,Yes,Yes,Healthy,0.0,"This is a stray that decided to have a litter in my garden. I rescued her and her kittens and have cared for them for the last 7 weeks. Her kittens have been adopted and there has not been any interest in her being an older cat. She is very lovely. A pretty cat with a sweet personality. Despite being a stray, she is extremely affectionate and loving. Loves to sit next to someone and get scratched. She will definitely make a wonderful pet for someone. She will also get along with any pet you have in the house as she has a very submissive demeanor. She has been spayed and is all good. Please consider her otherwise she will have to be released back into the streets which is sad as she will make a wonderful pet.",65614e7f4-2.jpg,Domestic_Short_Hair,True
Dog,3.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"He is pitbull-mix breed. (Mother is pitbull). He is very friendly and lovely. A good boy. to check on his photos and videos, do follow my instagram mellaniekrish Looking for new owner as babysitter is shifting to new town and cannot find new babysitter. Whatsapp me for fastest reply.",7f6cdf26b-1.jpg,Pit_Bull_Terrier,True
Dog,36.0,Female,Cream,Unknown,Unknown,Large,Yes,Yes,Yes,Unknown,Healthy,100.0,The owner could no longer take care of Nanna. Barbara took her in and hopes to find a final home for her.,656246ceb-1.jpg,Mixed_Breed,False
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Rescued on 13/2/18. Female-2 mths+. Open for Malaysia citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt. 🙏,79531026f-1.jpg,Mixed_Breed,True
Dog,5.0,Female,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Many thanks to Miss Jasmine from Penang to adopt COCO and promising to give her a new sweet home! I picked up Coco from SPCA 2 weeks after I got another dog Fifi. I'm not very familiar with type of breed as I'm no expert, but according to the SPCA guys, she is a Labrador mix. 5 months, she grew rapidly. She's a bit heavier compared to my other dog and she has strong thigh. She's a loving puppy and most of the times will be playing on her own. She is toilet trained, poo only outside the house and pee only in toilet. She loves to ride in car with air blowing to her face. Coco feds only on Purina Dried Food and canned food on weekends. Unfortunately, Coco is now alone at home as Fifi has been adopted by a new good owner with someone to accompany her all the time. I hope to find a good owner for Coco as well as I love both of them. Reason for me to let go is due to my career which requires me to travel very often now. I have no choice but to let her go with a heavy heart. You can write to me to Nicholas. or sms me at (I’m in meeting most of the time and wont be answering) or BB Pin 21BEE.",a6af385f0-2.jpg,Labrador_Retriever,True
