"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"4873",25,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-12-22 10:13:14","2013-12-23 01:09:21"
"4874",32,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-11-19 03:33:41","2013-11-19 08:58:19"
"4875",40,"F","Caucasian","25 - 45","Low","Male",5,-1,3,0,0,"2013-03-11 11:28:31","2013-03-12 01:07:39"
"4876",35,"F","African-American","25 - 45","Low","Male",0,-2,3,0,0,"2013-04-03 10:17:52","2013-04-04 07:37:40"
"4877",27,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0,"2013-10-01 07:19:17","2013-10-05 01:13:34"
"4878",33,"F","African-American","25 - 45","High","Male",12,-1,9,1,1,"2013-04-06 11:24:26","2013-04-09 08:18:48"
"4879",36,"F","Asian","25 - 45","Low","Male",1,-1,1,0,0,"2013-01-10 05:47:36","2013-02-20 01:46:27"
"4880",30,"F","Caucasian","25 - 45","Low","Male",2,-22,2,0,0,"2013-02-07 02:03:50","2013-02-07 08:53:31"
"4881",30,"F","African-American","25 - 45","Low","Male",0,0,4,0,0,"2013-04-14 12:53:38","2013-04-18 09:20:35"
"4882",41,"F","African-American","25 - 45","High","Male",19,0,8,1,0,"2013-04-15 11:09:49","2013-11-21 11:14:00"
"4883",29,"F","Caucasian","25 - 45","Medium","Female",0,-3,7,0,0,"2013-03-08 03:07:49","2013-03-08 08:40:55"
"4884",25,"F","Caucasian","25 - 45","Medium","Male",0,-1,5,0,0,"2013-10-03 12:19:47","2013-10-03 08:07:28"
"4885",50,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-19 09:33:06","2013-03-22 05:52:21"
"4886",35,"F","Caucasian","25 - 45","Low","Male",4,-1,2,0,0,"2013-08-06 08:24:10","2014-01-23 05:55:11"
"4887",37,"F","African-American","25 - 45","High","Male",17,0,9,1,1,"2014-06-11 02:11:22","2014-06-13 02:03:25"
"4888",43,"F","African-American","25 - 45","Low","Male",4,-26,1,1,1,"2013-12-21 12:37:51","2014-01-16 10:14:43"
"4889",29,"M","Caucasian","25 - 45","Medium","Male",12,0,6,1,1,"2013-02-07 02:34:03","2013-03-18 05:25:27"
"4890",61,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-12-03 03:18:00","2013-12-04 09:09:14"
"4891",22,"F","African-American","Less than 25","High","Female",4,0,9,1,1,"2013-09-15 03:07:01","2013-09-17 03:55:23"
"4892",27,"F","Caucasian","25 - 45","Low","Male",2,-1,4,1,1,"2013-09-26 05:04:38","2013-09-27 04:51:32"
"4893",34,"M","African-American","25 - 45","Low","Female",1,-21,2,0,0,"2013-01-16 10:16:43","2013-02-01 05:50:36"
"4894",24,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2014-03-21 10:17:24","2014-03-22 10:10:59"
"4895",20,"M","African-American","Less than 25","Medium","Female",0,-1,7,1,1,"2014-01-01 07:41:04","2014-01-02 08:43:28"
"4896",30,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-30 05:12:07","2014-03-31 01:48:57"
"4897",43,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0,"2013-05-13 11:41:46","2013-05-14 11:59:00"
"4898",51,"F","Caucasian","Greater than 45","Low","Male",4,-1,1,1,1,"2014-02-24 03:07:34","2014-02-25 08:07:31"
"4899",37,"F","Hispanic","25 - 45","Medium","Male",9,-1,5,0,0,"2013-02-06 02:39:48","2013-02-08 06:25:56"
"4900",42,"F","African-American","25 - 45","High","Male",7,0,9,1,1,"2014-01-22 03:53:08","2014-01-24 03:36:45"
"4901",29,"F","Hispanic","25 - 45","Low","Female",1,-1,4,0,0,"2013-02-22 02:14:29","2013-02-23 08:11:06"
"4902",24,"M","Caucasian","Less than 25","Medium","Female",0,0,6,0,0,"2013-03-25 01:31:41","2013-03-25 08:43:30"
"4903",36,"F","Caucasian","25 - 45","Low","Male",12,-26,1,0,0,"2014-02-28 03:37:21","2014-03-13 10:56:28"
"4904",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,1,1,"2014-10-27 09:19:54","2014-10-30 04:23:55"
"4905",32,"M","African-American","25 - 45","Medium","Male",2,-1,5,0,0,"2013-11-19 01:53:21","2013-11-20 08:27:44"
"4906",38,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-02-09 12:08:28","2013-02-09 01:28:57"
"4907",27,"F","African-American","25 - 45","Medium","Female",8,-23,6,1,0,"2013-03-12 10:28:38","2013-03-15 11:32:22"
"4908",30,"F","Caucasian","25 - 45","Medium","Female",0,-1,6,1,1,"2013-08-11 08:43:01","2013-08-14 05:34:33"
"4909",43,"M","Caucasian","25 - 45","Low","Female",0,-1,2,1,1,"2013-08-12 04:33:06","2013-08-13 10:05:00"
"4910",30,"M","African-American","25 - 45","High","Male",8,-1,9,1,1,"2013-01-22 06:49:44","2013-01-23 01:35:06"
"4911",26,"M","Caucasian","25 - 45","Low","Female",1,-2,4,1,0,"2013-06-01 08:03:30","2013-06-02 01:57:09"
"4912",37,"F","Caucasian","25 - 45","Low","Male",3,-1,4,0,0,"2014-01-03 11:40:02","2014-02-11 10:50:00"
"4913",25,"F","Caucasian","25 - 45","High","Male",5,-1,9,1,1,"2013-11-12 09:00:02","2013-11-13 01:00:00"
"4914",65,"F","Caucasian","Greater than 45","Low","Male",1,-1,3,1,1,"2014-04-08 01:51:23","2014-04-09 01:10:26"
"4915",52,"F","Other","Greater than 45","Medium","Male",0,-1,5,1,1,"2014-02-11 07:49:32","2014-02-18 09:21:56"
"4916",29,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-05-27 09:11:34","2013-05-28 01:48:44"
"4917",32,"F","Caucasian","25 - 45","Medium","Male",3,-1,5,0,0,"2013-01-14 11:55:12","2013-05-15 11:06:59"
"4918",36,"M","Hispanic","25 - 45","Low","Male",0,-1,1,1,1,"2014-10-04 07:59:12","2014-10-05 08:08:28"
"4919",21,"F","African-American","Less than 25","High","Male",8,30,9,1,1,"2014-10-29 07:19:44","2015-06-30 07:07:00"
"4920",21,"F","Caucasian","Less than 25","Low","Male",1,-1,3,0,0,"2013-03-11 06:25:15","2013-03-12 12:35:34"
"4921",47,"M","Caucasian","Greater than 45","Low","Male",13,0,4,1,1,"2013-04-14 03:00:30","2013-06-19 06:52:42"
"4922",36,"F","African-American","25 - 45","Low","Female",4,-13,2,0,0,"2014-01-31 07:43:56","2014-02-01 01:57:00"
"4923",25,"F","African-American","25 - 45","Medium","Female",6,24,7,1,1,"2013-02-11 12:23:24","2013-02-23 12:34:12"
"4924",32,"M","Caucasian","25 - 45","Low","Male",4,0,2,1,1,"2014-04-17 03:02:35","2014-04-18 04:10:58"
"4925",43,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-01-24 06:36:58","2013-01-25 07:32:50"
"4926",27,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0,"2013-04-03 04:58:59","2013-08-13 04:48:18"
"4927",26,"M","African-American","25 - 45","Low","Male",8,-1,4,1,1,"2014-07-05 08:35:16","2014-07-31 09:34:44"
"4928",21,"F","African-American","Less than 25","Low","Male",1,-22,3,0,0,"2013-08-21 02:03:31","2013-09-12 11:18:07"
"4929",34,"M","Asian","25 - 45","Low","Male",0,-1,2,0,0,"2013-12-15 08:07:23","2013-12-16 08:32:54"
"4930",46,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0,"2014-01-25 04:52:02","2014-01-26 01:43:13"
"4931",40,"M","African-American","25 - 45","Medium","Male",23,30,6,1,1,"2013-10-12 10:22:16","2013-11-13 08:08:17"
"4932",38,"M","Caucasian","25 - 45","Low","Male",3,0,3,0,0,"2013-12-15 01:27:41","2013-12-16 08:33:43"
"4933",41,"F","African-American","25 - 45","High","Male",7,-1,9,0,0,"2013-03-26 04:40:53","2013-05-23 06:25:48"
"4934",25,"F","Caucasian","25 - 45","High","Male",7,-1,10,1,1,"2013-01-09 07:19:58","2013-02-21 11:36:48"
"4935",21,"F","Caucasian","Less than 25","Low","Male",1,-11,4,0,0,"2013-12-08 09:52:02","2013-12-19 10:29:04"
"4936",74,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-11-14 03:06:45","2013-11-14 07:37:54"
"4937",41,"M","Caucasian","25 - 45","Low","Male",5,-1,4,1,1,"2013-12-30 08:13:04","2013-12-31 01:42:25"
"4938",27,"M","Hispanic","25 - 45","Low","Female",0,0,3,0,0,"2013-01-24 01:34:36","2013-01-24 06:22:19"
"4939",30,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-01-22 11:51:48","2014-01-24 08:52:16"
"4940",33,"F","Caucasian","25 - 45","Medium","Female",3,-2,6,1,1,"2013-05-16 09:22:15","2013-05-18 06:56:41"
"4941",24,"M","Caucasian","Less than 25","Low","Male",2,0,2,0,0,"2014-03-27 03:28:49","2014-03-27 08:33:05"
"4942",52,"F","Asian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-11-13 12:48:26","2013-11-14 08:11:15"
"4943",29,"M","Caucasian","25 - 45","Medium","Female",0,-1,6,0,0,"2013-04-03 12:21:25","2013-04-03 01:03:48"
"4944",42,"F","Caucasian","25 - 45","Low","Female",0,-1,2,1,1,"2014-01-21 09:23:22","2014-01-23 04:19:51"
"4945",30,"F","Caucasian","25 - 45","Low","Female",1,0,2,0,0,"2013-03-31 04:29:09","2013-03-31 07:30:43"
"4946",33,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-08-06 05:28:37","2013-09-20 05:39:05"
"4947",38,"F","Hispanic","25 - 45","Low","Male",1,-1,1,0,0,"2013-12-20 07:46:00","2013-12-24 12:11:14"
"4948",21,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1,"2014-01-31 12:09:19","2014-02-08 02:22:43"
"4949",41,"M","Caucasian","25 - 45","Low","Female",9,2,4,1,1,"2013-11-06 11:28:26","2013-11-07 03:31:28"
"4950",28,"M","African-American","25 - 45","High","Female",5,-1,8,0,0,"2013-02-16 04:25:52","2013-02-18 04:28:02"
"4951",52,"F","African-American","Greater than 45","Low","Female",3,0,1,0,0,"2014-01-13 02:37:51","2014-01-13 07:46:57"
"4952",21,"F","Hispanic","Less than 25","High","Male",1,-25,8,0,0,"2014-02-14 11:46:56","2014-02-15 08:32:02"
"4953",22,"F","Hispanic","Less than 25","Medium","Female",1,-1,5,1,0,"2014-01-12 05:58:48","2014-01-14 10:17:25"
"4954",32,"F","Hispanic","25 - 45","Low","Male",3,0,3,0,0,"2013-05-24 02:14:27","2013-05-24 08:22:34"
"4955",25,"F","African-American","25 - 45","Low","Male",0,0,2,1,1,"2014-03-22 02:24:16","2014-06-20 08:29:13"
"4956",27,"M","African-American","25 - 45","Low","Female",0,-1,3,1,0,"2013-05-02 09:32:44","2013-05-03 12:53:32"
"4957",35,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-11-27 12:01:59","2013-11-28 02:20:19"
"4958",40,"M","African-American","25 - 45","Low","Male",2,-1,3,1,0,"2013-09-26 05:51:39","2013-09-27 01:50:53"
"4959",29,"F","Other","25 - 45","Low","Female",0,-1,3,0,0,"2013-04-16 11:04:17","2013-06-03 09:05:35"
"4960",24,"M","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-09-21 03:02:31","2014-10-15 08:42:14"
"4961",24,"F","African-American","Less than 25","High","Male",10,0,10,1,1,"2013-05-25 02:03:09","2013-05-25 07:33:04"
"4962",36,"F","Hispanic","25 - 45","High","Male",26,-1,10,1,1,"2014-12-20 08:58:37","2015-04-17 03:54:03"
"4963",26,"F","Hispanic","25 - 45","Low","Male",5,-1,3,0,0,"2013-04-18 07:25:19","2013-04-19 01:04:18"
"4964",50,"F","Caucasian","Greater than 45","Low","Male",1,0,2,0,0,"2013-10-28 01:20:34","2013-11-06 05:46:21"
"4965",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,1,1,"2013-02-14 10:42:43","2013-02-15 10:38:14"
"4966",51,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-16 11:00:54","2013-02-17 07:57:14"
"4967",24,"F","African-American","Less than 25","Medium","Male",2,-1,5,1,1,"2013-02-08 05:47:59","2013-02-09 01:13:33"
"4968",29,"M","African-American","25 - 45","Low","Male",3,-1,1,0,0,"2013-04-16 04:00:42","2013-04-17 10:35:05"
"4969",25,"M","Caucasian","25 - 45","Low","Female",0,0,4,0,0,"2013-08-11 04:08:29","2013-08-12 02:12:13"
"4970",38,"F","African-American","25 - 45","Low","Male",0,-1,3,1,1,"2014-07-11 12:03:03","2014-07-12 07:39:47"
"4971",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,3,0,0,"2013-09-23 12:47:13","2013-10-04 01:57:13"
"4972",33,"M","African-American","25 - 45","Medium","Male",9,-28,7,1,1,"2014-10-27 12:30:23","2014-11-11 02:19:27"
"4973",31,"F","Hispanic","25 - 45","Medium","Male",19,-1,7,1,1,"2013-09-23 07:54:43","2013-09-24 07:47:19"
"4974",21,"M","Other","Less than 25","Low","Male",0,-1,4,0,0,"2013-01-03 08:19:16","2013-01-07 09:42:38"
"4975",60,"M","Other","Greater than 45","Low","Male",1,-1,1,1,1,"2013-02-17 06:28:19","2013-02-18 12:49:59"
"4976",39,"F","African-American","25 - 45","Medium","Female",3,-1,5,1,1,"2014-10-19 05:15:53","2014-10-20 01:49:13"
"4977",35,"F","African-American","25 - 45","Low","Male",4,-1,4,0,0,"2013-09-04 01:52:20","2013-09-15 02:36:41"
"4978",49,"F","Caucasian","Greater than 45","Low","Male",12,-1,2,1,1,"2014-02-18 05:07:04","2014-02-21 04:17:55"
"4979",26,"M","Other","25 - 45","Low","Male",1,-1,4,0,0,"2013-03-31 03:47:27","2013-04-01 06:11:22"
"4980",27,"M","Caucasian","25 - 45","Medium","Male",0,0,5,0,0,"2013-01-06 04:31:06","2013-01-08 05:20:57"
"4981",22,"F","African-American","Less than 25","Medium","Male",2,-1,6,0,0,"2014-03-22 11:52:10","2014-03-23 08:29:09"
"4982",29,"F","African-American","25 - 45","Low","Female",0,-1,4,1,1,"2014-07-19 05:05:54","2014-07-20 08:08:01"
"4983",31,"M","African-American","25 - 45","High","Male",0,-1,9,0,0,"2014-01-11 06:00:49","2014-01-13 02:58:29"
"4984",31,"F","Hispanic","25 - 45","Medium","Male",5,0,6,1,1,"2013-01-02 02:49:02","2013-02-08 07:30:05"
"4985",29,"F","Hispanic","25 - 45","Low","Female",0,0,3,0,0,"2013-04-28 04:06:52","2013-04-28 06:43:22"
"4986",65,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-04-24 07:03:33","2013-04-25 01:08:21"
"4987",34,"M","Hispanic","25 - 45","Low","Female",1,-5,3,0,0,"2013-06-01 10:35:08","2013-06-05 06:03:38"
"4988",24,"F","Caucasian","Less than 25","High","Male",6,0,10,0,0,"2013-02-23 03:17:40","2013-03-02 08:24:16"
"4989",46,"M","African-American","Greater than 45","Low","Male",0,0,2,0,0,"2013-01-26 07:30:18","2013-01-27 08:32:51"
"4990",20,"F","African-American","Less than 25","Low","Male",0,0,4,1,1,"2014-01-21 12:11:58","2014-01-21 01:27:56"
"4991",29,"F","African-American","25 - 45","High","Male",16,-1,10,1,1,"2014-07-04 02:04:06","2014-08-06 08:47:16"
"4992",29,"F","African-American","25 - 45","Low","Male",7,0,3,1,0,"2013-02-09 03:34:10","2013-02-11 09:29:51"
"4993",56,"F","Caucasian","Greater than 45","Low","Female",3,-1,1,0,0,"2014-02-03 06:27:36","2014-02-04 01:31:30"
"4994",21,"F","African-American","Less than 25","Low","Male",0,0,4,0,0,"2013-04-07 02:50:45","2013-04-08 04:00:00"
"4995",40,"F","African-American","25 - 45","High","Male",0,0,10,1,1,"2013-01-07 02:33:54","2013-01-11 09:36:33"
"4996",22,"M","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-02-13 12:25:47","2014-04-09 05:37:42"
"4997",39,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-01-05 06:33:24","2014-01-06 12:02:21"
"4998",22,"F","African-American","Less than 25","High","Male",1,0,8,1,1,"2013-11-19 12:23:13","2013-11-19 08:18:36"
"4999",27,"F","Other","25 - 45","Medium","Female",5,-2,6,1,1,"2014-06-16 11:30:21","2014-06-18 04:29:17"
"5000",36,"F","Caucasian","25 - 45","Low","Male",1,0,2,0,0,"2014-01-17 02:33:03","2014-01-17 09:43:27"
"5001",30,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-22 03:20:19","2013-11-24 02:55:48"
"5002",36,"M","African-American","25 - 45","Medium","Male",0,-1,6,0,0,"2013-09-14 07:15:24","2013-09-16 03:47:12"
"5003",32,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-27 06:27:20","2013-01-29 10:59:12"
"5004",34,"F","African-American","25 - 45","High","Female",5,-1,9,1,1,"2014-10-05 11:42:44","2014-10-31 09:09:52"
"5005",23,"M","Other","Less than 25","Low","Male",0,-1,3,1,0,"2013-01-21 11:08:31","2013-01-22 02:00:40"
"5006",52,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-08-03 08:41:11","2013-08-04 08:02:48"
"5007",20,"F","Caucasian","Less than 25","High","Male",1,-1,10,1,1,"2013-12-09 01:36:50","2013-12-22 01:52:00"
"5008",38,"M","African-American","25 - 45","Low","Male",5,-1,4,0,0,"2013-11-30 11:15:26","2013-12-06 02:02:27"
"5009",46,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-13 01:58:51","2013-02-13 07:54:38"
"5010",27,"F","African-American","25 - 45","Low","Male",0,-1,4,1,1,"2014-11-01 09:14:39","2014-11-10 09:14:59"
"5011",20,"F","African-American","Less than 25","Low","Male",2,-17,3,1,1,"2014-10-19 08:57:11","2014-11-04 09:23:44"
"5012",29,"F","Caucasian","25 - 45","Low","Female",1,-6,2,1,1,"2014-04-09 01:12:29","2014-04-10 01:16:55"
"5013",35,"F","African-American","25 - 45","Low","Female",7,-1,2,1,1,"2013-09-04 03:10:30","2013-09-06 04:06:17"
"5014",37,"M","Caucasian","25 - 45","Low","Male",1,-1,1,1,1,"2014-08-09 03:33:07","2014-08-10 09:01:00"
"5015",63,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-05-25 11:32:19","2013-05-26 08:33:03"
"5016",27,"F","African-American","25 - 45","Low","Male",1,-1,4,1,1,"2014-08-25 10:18:43","2014-08-26 08:44:24"
"5017",27,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2014-01-28 01:58:14","2014-01-31 08:36:08"
"5018",24,"M","African-American","Less than 25","Medium","Male",2,0,6,1,1,"2013-01-14 04:26:32","2013-01-14 08:35:41"
"5019",30,"F","Hispanic","25 - 45","Low","Male",1,0,2,1,1,"2013-12-10 01:59:40","2013-12-10 01:29:40"
"5020",25,"F","Caucasian","25 - 45","High","Male",4,0,10,1,1,"2013-05-20 03:24:29","2013-06-22 05:44:52"
"5021",27,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-09-07 01:01:09","2013-09-08 04:02:48"
"5022",48,"M","African-American","Greater than 45","Medium","Female",0,-1,5,0,0,"2014-01-12 10:49:59","2014-01-22 08:49:33"
"5023",26,"M","African-American","25 - 45","Low","Female",1,-23,4,0,0,"2014-01-04 11:01:26","2014-01-05 04:59:52"
"5024",58,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2014-01-31 01:07:44","2014-01-31 08:14:11"
"5025",23,"F","Caucasian","Less than 25","Medium","Male",1,-20,5,1,1,"2013-04-11 02:10:37","2013-04-30 07:29:15"
"5026",22,"M","Caucasian","Less than 25","Low","Male",3,0,4,1,1,"2014-05-05 01:12:47","2014-05-05 07:50:14"
"5027",41,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-03-19 11:12:30","2013-03-23 01:04:00"
"5028",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-01-14 03:40:11","2013-01-15 01:09:24"
"5029",26,"M","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-25 01:57:38","2013-04-26 07:29:04"
"5030",39,"M","African-American","25 - 45","Medium","Female",3,-1,6,0,0,"2013-01-26 05:18:10","2013-01-28 06:53:55"
"5031",46,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-30 11:43:47","2013-12-31 01:41:52"
"5032",33,"F","Other","25 - 45","High","Male",7,-1,8,1,1,"2013-12-16 02:37:00","2014-04-11 03:13:00"
"5033",36,"F","African-American","25 - 45","Low","Male",2,-1,4,1,1,"2013-03-14 04:27:17","2013-04-30 07:29:24"
"5034",20,"F","Native American","Less than 25","High","Male",1,-5,9,1,1,"2014-06-26 10:46:59","2014-07-01 11:20:41"
"5035",32,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2014-01-04 12:57:21","2014-01-05 02:30:43"
"5036",38,"M","African-American","25 - 45","Low","Male",17,-1,4,1,1,"2014-03-22 05:44:03","2014-03-23 09:10:59"
"5037",64,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0,"2013-06-01 10:15:46","2013-06-02 08:24:11"
"5038",22,"F","African-American","Less than 25","Medium","Male",1,-1,5,1,1,"2014-09-14 08:51:02","2014-09-19 08:55:55"
"5039",69,"M","Caucasian","Greater than 45","Low","Male",0,-7,1,1,1,"2014-09-15 10:08:39","2014-09-18 04:15:00"
"5040",26,"F","African-American","25 - 45","Low","Male",2,-23,4,0,0,"2014-02-08 07:11:12","2014-02-09 01:26:52"
"5041",27,"M","African-American","25 - 45","Medium","Female",1,-1,6,1,1,"2014-02-04 08:32:01","2014-02-20 09:14:15"
"5042",22,"F","African-American","Less than 25","High","Male",2,-1,8,1,0,"2013-04-29 04:28:02","2013-04-30 07:17:44"
"5043",43,"F","Caucasian","25 - 45","Low","Female",0,0,1,0,0,"2013-12-22 02:32:05","2013-12-23 01:40:39"
"5044",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-05-09 10:15:50","2013-05-10 08:38:51"
"5045",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2013-08-07 12:09:52","2013-10-23 11:18:41"
"5046",20,"F","African-American","Less than 25","Low","Male",1,-1,2,0,0,"2013-10-14 05:43:48","2013-10-16 09:20:13"
"5047",22,"M","African-American","Less than 25","Medium","Male",1,-1,7,1,1,"2013-03-27 01:26:31","2013-03-28 08:09:51"
"5048",33,"F","Caucasian","25 - 45","High","Male",9,-1,9,1,1,"2014-01-03 05:03:25","2014-02-21 05:47:14"
"5049",55,"F","Caucasian","Greater than 45","High","Male",7,0,8,0,0,"2013-02-23 03:21:11","2013-02-23 09:04:37"
"5050",22,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0,"2013-03-05 09:14:57","2013-03-07 05:10:56"
"5051",55,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-09-09 04:06:52","2013-09-18 10:30:00"
"5052",43,"F","Caucasian","25 - 45","Low","Female",0,-2,1,1,1,"2013-07-16 05:14:30","2013-07-17 11:55:22"
"5053",21,"F","African-American","Less than 25","High","Male",0,-1,10,1,1,"2013-03-14 07:22:45","2013-03-21 07:20:07"
"5054",23,"F","African-American","Less than 25","Low","Male",0,-1,2,0,0,"2013-09-23 09:18:09","2013-09-24 08:49:29"
"5055",28,"M","Caucasian","25 - 45","Medium","Female",1,-2,5,0,0,"2013-08-05 10:26:37","2013-08-06 01:36:07"
"5056",45,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2013-05-09 01:46:12","2013-05-10 12:10:14"
"5057",39,"F","African-American","25 - 45","Low","Male",1,-1,1,1,0,"2013-04-14 12:35:29","2013-04-28 04:07:31"
"5058",79,"M","Caucasian","Greater than 45","Low","Male",1,-22,1,0,0,"2013-07-07 09:04:26","2013-07-08 12:17:21"
"5059",48,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-12-06 07:54:08","2013-12-07 01:25:17"
"5060",20,"F","Hispanic","Less than 25","High","Male",2,-1,8,1,1,"2013-09-23 04:49:47","2013-10-24 12:26:37"
"5061",31,"M","African-American","25 - 45","High","Male",5,-1,8,0,0,"2013-01-11 01:37:56","2013-01-12 01:34:34"
"5062",30,"M","Caucasian","25 - 45","Medium","Male",4,-3,5,1,1,"2014-06-28 05:18:03","2014-06-29 01:11:47"
"5063",32,"F","African-American","25 - 45","Low","Male",5,-1,4,1,1,"2013-11-19 08:47:31","2013-11-20 08:30:17"
"5064",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2014-03-22 11:04:24","2014-03-26 09:44:27"
